Rxn id,Rxn description,Formula,Gene-reaction association,Genes,Proteins,Subsystem,Reversible,LB,UB,Objective,Confidence Score,EC Number,Notes,References,,,
GPDDA4,glycerophosphodiester phosphodiesterase,g3pg_c + h2o_c => glyc3p_c + glyc_c + h_c,(PF14_0060),PF14_0060,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,3.1.4.46,ADD CITATION ONLY,doi:10.1016/j.molbiopara.2012.09.004,,,
GPDDA5,glycerophosphodiester phosphodiesterase,g3pi_c + h2o_c => glyc3p_c + h_c + inost_c,(PF14_0060),PF14_0060,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,3.1.4.46,ADD CITATION ONLY,doi:10.1016/j.molbiopara.2012.09.004,,,
NDPK9,nucleoside-diphosphate kinase,atp_c + idp_c => adp_c + itp_c,(PF13_0349) or (PFF0275c),PF13_0349 PFF0275c,,Nucleotides PyrimidineMetabolism ; Nucleotides PurineMetabolism ; Lipids DolicholMetabolism,0,0,1000,0,,2.7.4.6,Added,PlasmoDb,,,
SMPD3l,sphingomyelin phosphodiesterase (neutral sphingomyelinase),h2o_c + sphmyln_c  => cholp_c + crm_c + h_c ,(PFL1870c),PFL1870c,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,3.1.4.12,added,DOI: 10.1042/bj3460671,,,
2_7_8_3,ceramide cholinephosphotransferase,cdpchol_c + crm_c + h_c  => cmp_c + sphmyln_c ,(PFF1215w) or (PFF1210w),PFF1215w PFF1210w,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,2.7.8.3,"Added second gene; no experimental evidence for using cpdchol as a substrate (also uncommon throughout eukaryotes), thus, low confidence",PlasmoDB; MPMP,,,
SM_host,sphingomyelin from host,sphmyln_e => sphmyln_host_c,,,,Transport e,0,0,1000,0,,,Added,DOI: 10.1016/S0166-6851(00)00336-4,,,
SM_ex,sphingomyelin exchange,sphmyln_e <=>,,,,Exchange,1,-1000,1000,0,,,Added,DOI: 10.1016/S0166-6851(00)00336-4,,,
SMPD3l_host,sphingomyelin phosphodiesterase (neutral sphingomyelinase),h2o_c + sphmyln_host_c  => cholp_c + crm_c + h_c ,(PFL1870c),PFL1870c,,Lipids SphingomyelinCeramideMetabolism,0,0,1000,0,,3.1.4.12,Added host sphingomyelin breakdown,"DOI: 10.1042/bj3460671, 10.1016/S0166-6851(00)00336-4",,,
PGK,phosphoglycerate kinase,13dpg_c + adp_c => 3pg_c + atp_c,(PFI1105w) or (MAL13P1.40),PFI1105w MAL13P1.40,,Carbohydrates Glycolysis,0,0,1000,0,,2.7.2.3,added second gene (made irrev.),MPMP,,,
EX_4HBA,hydroxybenzyl alcohol exchange,4hba_c =>,,,,Exchange,0,0,1000,0,,,Name change (from DM to EX),,,,
EX_HMFURN,4_hydroxy_5_methyl_3_2H_furanone exchange,hmfurn_c =>,,,,Exchange,0,0,1000,0,,,Name change (from DM to EX),,,,
ILEt2r,ILEt2r,ile_L_e + leu_L_c <=> ile_L_c + leu_L_e,(PFF1430c) or (PFL0420w) or (PFL1515c) or (PFB0435c) or (PFE0775c) or (PF11_0334),PF11_0334 PFB0435c PFE0775c PFF1430c PFL0420w PFL1515c,,Transport e,1,-1000,1000,0,,,Add gene PF11_0335; remove H+ and add Leu; low confidence for genes,doi:10.1182/blood-2005-11-026963,,,
DOLPMT,dolichyl-phosphate beta-D-mannosyltransferase,dolp_c + gdpmann_c => dolmanp_L_c + gdp_c,(PF11_0427),PF11_0427,,Lipids DolicholMetabolism,0,0,1000,0,,2.4.1.83,dolmanp to dolmanp_L,,,,
SPODMc,superoxide dismutase cyto,2 h_c + 2 o2s_c => h2o2_c + o2_c,(PF08_0071),PF08_0071,,Redox RedoxMetabolism,0,0,1000,0,,1.15.1.1,only one gene to cyto,DOI: 10.1016/j.molbiopara.2004.05.005,,,
SPODM_mt,superoxide dismutase mito,2 h_m + 2 o2s_m => h2o2_m + o2_m,(PFF1130c),PFF1130c,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.15.1.1,only one gene to mito,DOI: 10.1016/j.molbiopara.2004.05.005,,,
GTHOXti,GTHOXtimport,gthox_e => gthox_c,,,,Transport ; Redox RedoxMetabolism,0,0,1000,0,,,No evidence that gene governs import,DOI: 10.3390/molecules200610511,,,
GTHRDti,GTHRDtimport,gthrd_e => gthrd_c,,,,Transport ; Redox RedoxMetabolism,0,0,1000,0,,,No evidence that gene governs import,DOI: 10.3390/molecules200610511,,,
GTHOXte,GTHOXtexport,gthox_c => gthox_e,(PFA0590w),PFA0590w,,Transport ; Redox RedoxMetabolism,0,0,1000,0,,,Always export (may want to set lower bound >0 for some simulations),DOI: 10.3390/molecules200610511,,,
GTHRDte,GTHRDtexport,gthrd_c => gthrd_e,(PFA0590w),PFA0590w,,Transport ; Redox RedoxMetabolism,0,0,1000,0,,,"Separate from import reaction, because import doesn't use gene",DOI: 10.3390/molecules200610511,,,
GTHOr_c,glutathione-disulfide reductase,gthox_c + h_c + nadph_c <=> 2 gthrd_c + nadp_c,(PF14_0192),PF14_0192,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,1.8.1.7,"apico and cyto not mito; generally not thought of as reversible, but no evidence for only forward direction",DOI: 10.1371/journal.ppat.1001242,,,
GTHOr_ap,glutathione-disulfide reductase,gthox_ap + h_ap + nadph_ap <=> 2 gthrd_ap + nadp_ap,(PF14_0192),PF14_0192,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,1.8.1.7,apico and cyto not mito,DOI: 10.1371/journal.ppat.1001242,,,
GTHP_ap,glutathione peroxidase,2 gthrd_ap + h2o2_ap + ROOH_ap => gthox_ap + 2 h2o_ap + ROH_ap,(PFL0595c),PFL0595c,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.9,move to apico (from mito); made irreversible,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
GST12_c,glutathione s-transferase,gthrd_c + protein_t_c => gthox_protein_c,(PF3D7_1419300),PF3D7_1419300,,Redox RedoxMetabolism,0,0,1000,0,,2.5.1.18,,DOI: 10.3390/molecules200610511,,,
G_Protein_t,glutathione protein conjugate transport,gthox_protein_c => gthox_protein_e,(PFA0590w),PFA0590w,,Transport ; Redox RedoxMetabolism,0,0,1000,0,,,,DOI: 10.3390/molecules200610511,,,
G_Protein_Ex,glutathione protein conjugate export,gthox_protein_e =>,,,,Transport ; Redox RedoxMetabolism,0,0,1000,0,,,,DOI: 10.3390/molecules200610511,,,
GST12_e,glutathione s-transferase,gthrd_e + protein_t_e => gthox_protein_e,(PF3D7_1121600),PF3D7_1121600,,Redox RedoxMetabolism,0,0,1000,0,,2.5.1.18,,DOI: 10.3390/molecules200610511,,,
THIORDXi_c,peroxiredoxin,h2o2_c + ROOH_c + trdrd_c => 2 h2o_c + ROH_c + trdox_c,(PF14_0368),PF14_0368,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.15,TPx1 is cytosolic; remove one gene and move to cyto,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
THIORDXi_mt,peroxiredoxin,h2o2_m + ROOH_m + trdrd_m => 2 h2o_m + ROH_m + trdox_m,(PFL0725w),PFL0725w,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.15,TPx2 is mito; remove one gene,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
GTHP_c,glutathione peroxidase,2 gthrd_c + h2o2_c + ROOH_c => gthox_c + 2 h2o_c + ROH_c,(PFL0595c),PFL0595c,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.9,copy; move to cyto (from mito); made irreversible,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
ROOH_mEx,ROOH(cyto) exchange,ROOH_c <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,,,,,
ROOH_aEx,ROOH(apicoplast) exchange,ROOH_ap <=>,,,,Exchange ; Redox RedoxMetabolism,1,-1000,1000,0,,,,,,,
ROH_mEx,ROH(cyto) exchange,ROH_c <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,,,,,
ROH_aEx,ROH(apicoplast) exchange,ROH_ap <=>,,,,Exchange ; Redox RedoxMetabolism,1,-1000,1000,0,,,,,,,
GTHP_c2,glutathione peroxidase,2 gthrd_c + proteinSS_c => gthox_c + proteinSHSH_c,(PFL0595c),PFL0595c,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.9,copy GTHP_c but alternative substrates,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
GTHP_ap2,glutathione peroxidase,2 gthrd_ap + proteinSS_ap => gthox_ap + proteinSHSH_ap,(PFL0595c),PFL0595c,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.9,copy GTHP_ap but alternative substrates,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
Stress_protein_c,Stress_protein_m,proteinSS_c <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,Only occurs during state of stress,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
disulfide_protein_c,disulfide_protein_m,proteinSHSH_c <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,,,,,
Stress_protein_m,Stress_protein_m,proteinSS_m <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,Only occurs during state of stress,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
disulfide_protein_m,disulfide_protein_m,proteinSHSH_m <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,,,,,
Stress_protein_ap,Stress_protein_ap,proteinSS_ap <=>,,,,Exchange ; Redox RedoxMetabolism,1,-1000,1000,0,,,Only occurs during state of stress,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
disulfide_protein_ap,disulfide_protein_ap,proteinSHSH_ap <=>,,,,Exchange ; Redox RedoxMetabolism,1,-1000,1000,0,,,,,,,
THIORDXi_c2,peroxiredoxin,proteinSS_c + trdrd_c => proteinSHSH_c + trdox_c,(PF14_0368),PF14_0368,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.15,copy THIORDX but alt substrate,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
THIORDXi_mt2,peroxiredoxin,proteinSS_m + trdrd_m => proteinSHSH_m + trdox_m,(PFL0725w),PFL0725w,,Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,0,0,1000,0,,1.11.1.15,copy THIORDX but alt substrate,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
Stress_protein_c,Stress_protein_c,proteinSS_c <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,Only occurs during state of stress,�doi: 10.1371/journal.ppat.1001242; doi: 10.1111/j.1365-2958.2006.05303.x,,,
disulfide_protein_c,disulfide_protein_c,proteinSHSH_c <=>,,,,Exchange ; Redox RedoxMetabolism ; Redox MitochondrialAntioxidantSystem,1,-1000,1000,0,,,,,,,
superox_ex,superoxide exchange,o2s_e => o2s_m,,,,Exchange,0,0,1000,0,,,Constant production of superoxide (from stress) creates stress - only force lower bound to be >0 for particular simulations,,,,
H2O2tap,H2O2 transport to apicoplast,h2o2_ap  <=> h2o2_c,,,,Transport,1,-1000,1000,0,,,,,,,
Trdox_tmt,Trdox transport to mito,trdox_m <=> trdox_c,,,,Transport ; Redox RedoxMetabolism,1,-1000,1000,0,low,,Gap-filled,,,,
FADH2_ex,FADH2 exchange,fadh2_c =>,,,,Exchange,0,0,1000,0,low,,Gap-filled,,,,
GTHRDtmt,GTHRD transport mito,gthrd_m <=> gthrd_c,,,,Transport,1,-1000,1000,0,low,,Gap-filled,,,,
GTHRDtap,GTHRD transport apico,gthox_ap <=> gthox_c,,,,Transport,1,-1000,1000,0,low,,Gap-filled,,,,
PYRt2r,PYRt2r,h_c + pyr_c => h_e + pyr_e,,,,Transport,0,0,1000,0,,,Export only or else glycolysis is unnecessary,,,,
NADPHtmt,nadph transport to mito,nadph_c <=> nadph_m,,,,Transport,1,-1000,1000,0,low,,Gap-filled; necessary for 2ohph_m generation ,,,,
NADPtmt,nadp transport to mito,nadp_c <=> nadp_m,,,,Transport,1,-1000,1000,0,low,,Gap-filled; necessary for 2ohph_m generation ,,,,
PDH_ap,pyruvate dehydrogenase,coa_ap + nad_ap + pyr_ap => accoa_ap + co2_ap + nadh_ap,((PF11_0256) or (PF14_0441)) and (PF10_0407) and (PFC0170c) and ((PF08_0066) or (PFL1550w)),PF08_0066 PF10_0407 PF11_0256 PF14_0441 PFC0170c PFL1550w,,Carbohydrates PyruvateMetabolism ; Lipids FattyAcidSynthesis,0,0,1000,0,,1.2.4.1+2.3.1.12+1.8.1.4,Removed TCA association and extra genes,MPMP,,,
G3PD_mt,G3PD mt,q8_m + glyc3p_c => dhap_c + q8h2_m,(PFC0275w),PFC0275w,,Carbohydrates Glycolysis ; Others MitochondrialElectronFlow,0,0,1000,0,,1.1.5.3/1.1.5.4,"G3P shuttle system occurs on outside of membrane, so glycerol3P and dhap should be cytoplasmic. Also, FAD/FADH2 are cofactors to this reaction and QH2/Q component are needed. Added EC and subsystem",MPMP,,,
G3PD1ir,glycerol-3-phosphate dehydrogenase (NAD+),dhap_c + h_c + nadh_c => glyc3p_c + nad_c,(PFL0780w) or (PF11_0157),PFL0780w PF11_0157,,Lipids FattyAcidSynthesis ; Others MitochondrialElectronFlow ; Carbohydrates Glycolysis ; Lipids UtilizationPhospholipids,0,0,1000,0,,1.1.1.8,Added second gene,MPMP; PlasmoDb,,,
MDHc,malate dehydrogenase,mal_L_c + nad_c <=> h_c + nadh_c + oaa_c,(PFF0895w),PFF0895w,,Others MitochondrialTCACycle ; Carbohydrates PyruvateMetabolism,1,-1000,1000,0,,1.1.1.37,Made irrev,MPMP,,,
AKG_MALtmt,AKGtmt,akg_m + mal_L_c => akg_c + mal_L_m,(PF08_0031),PF08_0031,,Transport MT,0,0,1000,0,,,"Membrane topology not shown, but presumed to be unidirectional",Nozawa et al 2011,,,
AKG_OAAtmt,AKGtmt,akg_m + oaa_c => akg_c + oaa_m,(PF08_0031),PF08_0031,,Transport MT,0,0,1000,0,,,"Membrane topology not shown, but presumed to be unidirectional; gene found to also transport oxaloacetate",Nozawa et al 2011,,,
MDHm,malate dehydrogenase,mal_L_m + nad_m <=> h_m + nadh_m + oaa_m,(PFF0895w),PFF0895w,,Others MitochondrialTCACycle ; Carbohydrates PyruvateMetabolism,1,-1000,1000,0,,1.1.1.37,Made irrev,MPMP,,,
PRPPS,ribose-phosphate diphosphokinase,atp_c + r5p_c => amp_c + h_c + prpp_c,(PF13_0143) or (PF13_0157),PF13_0143 PF13_0157,,Carbohydrates PentosePhosphateCycle,0,0,1000,0,,2.7.6.1,"Made irreversible, otherwise, abberant ATP production mechanism",MPMP,,,
PCt,PCt,pc_c <=> pc_e,,,,Transport lipid,1,-1000,1000,0,,,Removed ATP and other supporting substrates- they permitted ATP production from host PE import,,,,
GHMT2r,glycine hydroxymethyltransferase,ser_L_c + thf_c <=> gly_c + h2o_c + mlthf_c,PFL1720w,PFL1720w,,Nucleotides PyrimidineMetabolism ; AminoAcids GlySerMetabolism ; Cofactors FolateBiosynthesis,1,-1000,1000,0,,2.1.2.1,PF14_0534 not active; note PFL1720w has stage-specific expression in all organelles,Pornthanakasem et al 2012; Read et al 2010; Maenpuen et al 2009,,,
GHMT2r_m,glycine hydroxymethyltransferase,ser_L_m + thf_m <=> gly_m + h2o_m + mlthf_m,PFL1720w,PFL1720w,,Nucleotides PyrimidineMetabolism ; AminoAcids GlySerMetabolism ; Cofactors FolateBiosynthesis,1,-1000,1000,0,,2.1.2.1,PF14_0534 not active; note PFL1720w has stage-specific expression in all organelles,Pornthanakasem et al 2012; Read et al 2010; Maenpuen et al 2009,,,
GHMT2r_ap,glycine hydroxymethyltransferase,ser_L_ap + thf_ap <=> gly_ap + h2o_ap + mlthf_ap,PFL1720w,PFL1720w,,Nucleotides PyrimidineMetabolism ; AminoAcids GlySerMetabolism ; Cofactors FolateBiosynthesis,1,-1000,1000,0,,2.1.2.1,PF14_0534 not active; note PFL1720w has stage-specific expression in all organelles,Pornthanakasem et al 2012; Read et al 2010; Maenpuen et al 2009,,,
GLYCL_mt,GLYCL mt,gly_m + nad_m + thf_m <=> co2_m + mlthf_m + nadh_m + nh4_m,((PF13_0345) or (MAL13P1.390) or (PF14_0497)) and (PFL1550w) and (PF11_0339),PF08_0066 PF13_0345 PFL1550w,,AminoAcids GlySerMetabolism,1,-1000,1000,0,,1.4.4.2+2.1.2.10+1.8.1.4,Reversible; also requires Hprotein (currentlyunaccounted for as gene is unknown); added gene for 1.8.1.4; removed apicoplast gene,http://dx.doi.org/10.1016/j.pt.2005.07.001,,,
FRUt1r,FRUt1r,fru_e <=> fru_c,(PFB0210c),PFB0210c,,Transport,1,-1000,1000,0,,,Added gene,"Woodrow 1999, Joet 2003, 2004, Blume 2011",,,
Q8H2tmt,Q8H2tmt,q8h2_m => q8h2_c,,,,Transport MT,0,0,1000,0,,,Unidirectional,,,,
MANt1r,MANt1r,man_e <=> man_c,(PFB0210c),PFB0210c,,Transport,1,-1000,1000,0,,,Added gene,Blume 2011,,,
PIt2r,PIt2r,pi_e <=> pi_c,(MAL13P1_206),MAL13P1_206,,Transport,1,-1000,1000,0,,,"NA coupled, not H+ coupled",Saliba 2006,,,
MLTHFtap,MLTHF transport to ap,mlthf_ap <=> mlthf_c,(MAL8P1_13) or (PF11_0172),MAL8P1_13 PF11_0172,,Transport AP,1,-10,10,0,,,Poor uptake, DOI: 10.1074/jbc.M111.286054,,,
pABAt,pABA transport,4abz_e <=> 4abz_c,(MAL8P1_13) or (PF11_0172),MAL8P1_13 PF11_0172,,Transport e,1,-1000,1000,0,,,"Added reaction; transporter can also import 10fthf, but this subsrate is not normally in human serum",Plasmodb; DOI: 10.1074/jbc.M111.286054,,,
MLTHFtmt,MLTHF transport to mito,mlthf_m <=> mlthf_c,(MAL8P1_13) or (PF11_0172),MAL8P1_13 PF11_0172,,Transport MT,1,-10,10,0,,,Poor uptake, DOI: 10.1074/jbc.M111.286054,,,
MLTHFt,MLTHF transport,mlthf_e <=> mlthf_c,(MAL8P1_13) or (PF11_0172),MAL8P1_13 PF11_0172,,Transport MT,1,-10,10,0,,,Poor uptake, DOI: 10.1074/jbc.M111.286054,,,
PLIPC,Phospholipase C,pc_c  => cholp_c + dag_c,(PF10_0132),(PF10_0132),,Phosphatidylcholine metabolism,0,-1000,1000,0,,3.1.4.11,added ,http://mpmp.huji.ac.il/maps/phcholine.html,,,
CHOLt,Choline transport/salvage,chol_e =>  chol_c,,,,,0,-1000,1000,0,,,added,10.3389/fpls.2014.00153,,,
DAG11612140,,11612140dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK11612140,diacylglycerol kinase,11612140dgr_c + atp_c => adp_c + h_c + pa11612140_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN11612140,phosphatidate cytidylyltransferase,ctp_c + h_c + pa11612140_c => cdp11612140g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA11612140,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp11612140g_c + ser_L_c => cmp_c + 2 h_c + ps11612140_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD11612140,Phosphatidylserine decarboxylase,ps11612140_c => co2_c + pe11612140_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT11612140,ethanolaminephosphotransferase,cdpea_c + 0.01 11612140dgr_c  <=> cmp_c + h_c + 0.01 pe11612140_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PE11612140,assignment to generic species,pe11612140_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS11612140,assignment to generic species,ps11612140_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA11612140tap,phosphatidic acid transport to apicoplast,pa11612140_ap  <=> pa11612140_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A11612140,phospholipase A2,h2o_c + pa11612140_c => 1161g3p_c + ttdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG11612160,assignment to generic species,11612160dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK11612160,diacylglycerol kinase,11612160dgr_c + atp_c => adp_c + h_c + pa11612160_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN11612160,phosphatidate cytidylyltransferase,ctp_c + h_c + pa11612160_c => cdp11612160g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA11612160,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp11612160g_c + ser_L_c => cmp_c + 2 h_c + ps11612160_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD11612160,Phosphatidylserine decarboxylase,ps11612160_c => co2_c + pe11612160_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT11612160,ethanolaminephosphotransferase,cdpea_c + 0.01 11612160dgr_c  <=> cmp_c + h_c + 0.01 pe11612160_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT11612160,phosphatidyethanolamine N-methyltransferase,pe11612160_c + 3 amet_c => 3 ahcys_c + 11612160pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE11612160,assignment to generic species,pe11612160_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS11612160,assignment to generic species,ps11612160_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
AGPAT1612160,1-acylglycerol-3-phosphate O-acyltransferase,1hdec9eg3p_ap + palmACP_ap  => ACP_ap + pa11612160_ap ,(PF14_0421),PF14_0421,,Lipids FattyAcidSynthesis ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,2.3.1.51,,,,,
PA11612160tap,phosphatidic acid transport to apicoplast,pa11612160_ap  <=> pa11612160_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A11612160,phospholipase A2,h2o_c + pa11612160_c => 1161g3p_c + hdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
PGSA11612160,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,cdp11612160g_c + glyc3p_c  => cmp_c + pgp11612160_c,(MAL8P1_58),MAL8P1_58,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,0,0,1000,0,,2.7.8.5,added,,,,
PGPP11612160,phosphatidylglycerophosphatase,h2o_c + pgp11612160_c  => pg11612160_c + pi_c ,,,,Lipids PhosphatidylethanolaminePhosphatidylserineMetabolism,0,0,1000,0,,3.1.3.27,added,,,,
DAG11602140,assignment to generic species,11602140dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK11602140,diacylglycerol kinase,11602140dgr_c + atp_c => adp_c + h_c + pa11602140_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN11602140,phosphatidate cytidylyltransferase,ctp_c + h_c + pa11602140_c => cdp11602140g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
PSSA11602140,CDP-diacylglycerol-serine O-phosphatidyltransferase,cdp11602140g_c + ser_L_c => cmp_c + 2 h_c + ps11602140_c ,(MAL13P1_335),,,phosphatidylserine production,0,-1000,1000,0,,2.7.8.8,added,,,,
PSD11602140,Phosphatidylserine decarboxylase,ps11602140_c => co2_c + pe11602140_c,(PFI1370c),,,phospatidylethanolamine production,0,-1000,1000,0,,,added,,,,
ETHAPT11602140,ethanolaminephosphotransferase,cdpea_c + 0.01 11602140dgr_c  <=> cmp_c + h_c + 0.01 pe11602140_c,(PFF1375c),PFF1375c,,Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism,1,-1000,1000,0,,2.7.8.1,,,,,
PEMT11602140,phosphatidyethanolamine N-methyltransferase,pe11602140_c + 3 amet_c => 3 ahcys_c + 11602140pc_c,,,,Phosphatidylcholine metabolism,0,0,1000,0,,,added,Experimental evidence (https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1218449/). No genetic evidence,,,
PE11602140,assignment to generic species,pe11602140_c <=> pe_c,,,,,1,-1000,1000,0,,,added,,,,
PS11602140,assignment to generic species,ps11602140_c <=> ps_c,,,,,1,-1000,1000,0,,,added,,,,
PA11602140tap,phosphatidic acid transport to apicoplast,pa11602140_ap  <=> pa11602140_c ,,,,Transport AP,1,-1000,1000,0,,,added,,,,
PLIPA2A11602140,phospholipase A2,h2o_c + pa11602140_c => 1160g3p_c + ttdca_c,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
PLIPA2E11602140,phospholipase A2,h2o_c + pe11602140_c  => 1agpe160_c + ttdca_c + h_c ,(PFB0410c),PFB0410c,,Lipids PhosphatidylcholineMetabolism ; Lipids PhosphatidyletanolaminePhosphatidylserineMetabolism ; Lipids UtilizationPhospholipids,0,0,1000,0,,3.1.1.4,added,,,,
DAG11802160,assignment to generic species,11802160dgr_c <=> dag_c,,,,,1,-1000,1000,0,,,added,,,,
DAGK11802160,diacylglycerol kinase,11802160dgr_c + atp_c => adp_c + h_c + pa11802160_c,(PF14_0681) or (PFI1485c),,,phosphatidic adid production,0,-1000,1000,0,,,added,,,,
DASYN11802160,phosphatidate cytidylyltransferase,ctp_c + h_c + pa11802160_c => cdp11802160g_c,(PF14_0097),,,,0,-1000,1000,0,,,added,,,,
